Gene_set	p-value	q-value
BIDUS_METASTASIS_DN	0.00045827473881937883	0.006917766295511576
KIM_MYC_AMPLIFICATION_TARGETS_UP	0.0012087283193051763	0.009824791723583099
BROWNE_HCMV_INFECTION_24HR_DN	0.0007879757388140246	0.008352752958150059
WONG_MITOCHONDRIA_GENE_MODULE	0.000708992066309024	0.007957870410547685
KARLSSON_TGFB1_TARGETS_DN	0.0010423625346404745	0.00967730653581269
KEGG_P53_SIGNALING_PATHWAY	0.00038264496964188655	0.006274058036714381
KEGG_APOPTOSIS	0.0007904813525063148	0.008352752958150059
KEGG_PARKINSONS_DISEASE	0.0010228927703077794	0.00967730653581269
BIOCARTA_CASPASE_PATHWAY	1.1331284225510197e-05	0.0021552102596920394
BIOCARTA_D4GDI_PATHWAY	2.0786825735469176e-06	0.0009884135637215593
BIOCARTA_HIVNEF_PATHWAY	0.00024178521109759443	0.00497684137862617
BIOCARTA_DEATH_PATHWAY	2.76813073428474e-05	0.003760703326149697
BIOCARTA_MITOCHONDRIA_PATHWAY	9.436203153495043e-06	0.0021552102596920394
SA_CASPASE_CASCADE	6.380084277607741e-06	0.002022486716001654
PID_NFAT_TFPATHWAY	0.0001209239282081239	0.004603065231174095
PID_HIV_NEF_PATHWAY	6.46003000651107e-05	0.0038759656316892455
PID_CASPASE_PATHWAY	0.00019705867014705786	0.00497684137862617
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.001117799502803547	0.00967730653581269
REACTOME_NOD1_2_SIGNALING_PATHWAY	3.958681030454991e-05	0.0038759656316892455
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.0001843856846064649	0.00497684137862617
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.00024757188381000086	0.00497684137862617
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_DN	0.0002888598004921631	0.00543735852982847
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP	0.001196597411667928	0.009810035676691376
MARKS_HDAC_TARGETS_UP	2.549204487679514e-05	0.003760703326149697
CAFFAREL_RESPONSE_TO_THC_24HR_5_DN	0.00020565508378527416	0.00497684137862617
HOFMANN_CELL_LYMPHOMA_DN	0.000198836408792348	0.00497684137862617
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP	0.0007196391748760263	0.007957870410547685
GERHOLD_ADIPOGENESIS_DN	0.0002511970411924881	0.00497684137862617
SAFFORD_T_LYMPHOCYTE_ANERGY	0.0011518681368980794	0.00967730653581269
KYNG_DNA_DAMAGE_BY_4NQO_OR_UV	0.000342467107838744	0.00614502301046501
ENGELMANN_CANCER_PROGENITORS_UP	0.00023543760546559895	0.00497684137862617
LIN_NPAS4_TARGETS_DN	0.0005875436410534343	0.0075435630423338566
MIKKELSEN_DEDIFFERENTIATED_STATE_DN	4.311484395530519e-07	0.00041002216601495234
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE	0.000715273134505976	0.007957870410547685
SASSON_RESPONSE_TO_FORSKOLIN_UP	0.0008260161331839642	0.008538492854977717
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	0.00012584615773977547	0.004603065231174095
PHONG_TNF_TARGETS_UP	0.0002711520807077045	0.005262563852102591
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	0.000643314396961031	0.007945350539090136
REACTOME_PEPTIDE_HORMONE_METABOLISM	0.000856608895818253	0.008759516773367297
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	5.317178950683937e-05	0.0038759656316892455
BIOCARTA_AKT_PATHWAY	0.0010333099203812164	0.00967730653581269
BIOCARTA_CHEMICAL_PATHWAY	0.00112900247457654	0.00967730653581269
BIOCARTA_CBL_PATHWAY	0.000658309149383387	0.007947545716882465
BIOCARTA_CERAMIDE_PATHWAY	0.0010317594377800595	0.00967730653581269
BIOCARTA_SODD_PATHWAY	0.00020640528729579753	0.00497684137862617
BIOCARTA_HSP27_PATHWAY	0.0004198401410234814	0.00665446623522218
BIOCARTA_VITCB_PATHWAY	0.00029159335964379807	0.00543735852982847
SA_FAS_SIGNALING	0.00014353772937180135	0.00476616987733989
SA_PROGRAMMED_CELL_DEATH	0.00038230978646953495	0.006274058036714381
REACTOME_PYRIMIDINE_CATABOLISM	0.0006174564281268597	0.007726329778271626
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.00048634883293656233	0.0069214482719459
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	0.0004442122770014367	0.006813643152070423
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.0011519528757643399	0.00967730653581269
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.0011323283233682395	0.00967730653581269
FOURNIER_ACINAR_DEVELOPMENT_LATE_DN	0.001153502442156681	0.00967730653581269
KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN	0.00024975011970761304	0.00497684137862617
KOBAYASHI_EGFR_SIGNALING_6HR_DN	0.0006703577245735128	0.007947545716882465
HUMMEL_BURKITTS_LYMPHOMA_DN	0.0005916786029985718	0.0075435630423338566
GESERICK_TERT_TARGETS_DN	0.0008843930843501702	0.008947423651244808
MCBRYAN_TERMINAL_END_BUD_UP	0.0004980612466230514	0.0069214482719459
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN	0.0003603763941811227	0.006231235470295413
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_UP	0.0001453406166591554	0.00476616987733989
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_UP	7.078502179600298e-05	0.0038759656316892455
MARKS_HDAC_TARGETS_DN	0.0005021870985954438	0.0069214482719459
CHASSOT_SKIN_WOUND	0.0002450468187665296	0.00497684137862617
SCHAVOLT_TARGETS_OF_TP53_AND_TP63	0.0004375325636076504	0.006813643152070423
LA_MEN1_TARGETS	0.001075267905842324	0.00967730653581269
LI_WILMS_TUMOR_ANAPLASTIC_DN	6.140117047355075e-05	0.0038759656316892455
TOMLINS_METASTASIS_DN	0.0011600556730627198	0.00967730653581269
STARK_HYPPOCAMPUS_22Q11_DELETION_DN	0.0002391898218173738	0.00497684137862617
STARK_BRAIN_22Q11_DELETION	0.00037356928945054467	0.006274058036714381
NIKOLSKY_BREAST_CANCER_14Q22_AMPLICON	0.00017178250117144678	0.00497684137862617
ZEILSTRA_CD44_TARGETS_DN	0.00016941996068494628	0.00497684137862617
OSAWA_TNF_TARGETS	0.00018478436108540036	0.00497684137862617
IGLESIAS_E2F_TARGETS_DN	0.0003569203280814552	0.006231235470295413
VIETOR_IFRD1_TARGETS	0.0005878892659362901	0.0075435630423338566
VERRECCHIA_RESPONSE_TO_TGFB1_C5	0.0010944928325748108	0.00967730653581269
CHEN_PDGF_TARGETS	0.0010774329245498472	0.00967730653581269
ABE_VEGFA_TARGETS	0.0007385642203663094	0.007985276587965613
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP	0.0009077788319401489	0.00908734388605349
YIH_RESPONSE_TO_ARSENITE_C1	0.0010205316456823232	0.00967730653581269
GALI_TP53_TARGETS_APOPTOTIC_UP	9.740539771704809e-05	0.004210569692223306
CLIMENT_BREAST_CANCER_COPY_NUMBER_DN	0.0005404860649703444	0.007239468278687288
MIKKELSEN_PLURIPOTENT_STATE_DN	0.00010512159572296607	0.004346549457936554
ZHAN_EARLY_DIFFERENTIATION_GENES_UP	7.336212552093209e-05	0.0038759656316892455
GERHOLD_RESPONSE_TO_TZD_UP	4.9031026455124284e-05	0.0038759656316892455
MURAKAMI_UV_RESPONSE_1HR_UP	0.00046615320245368903	0.0069214482719459
FIGUEROA_AML_METHYLATION_CLUSTER_4_DN	0.0008110045117334456	0.008475442754489085
BERGER_MBD2_TARGETS	7.179278552166256e-05	0.0038759656316892455
BIOCARTA_RACC_PATHWAY	0.0009667892019445715	0.009577255531763413
BIOCARTA_PEPI_PATHWAY	8.343921394998471e-05	0.0041763522350755505
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	9.027611906726266e-05	0.004210569692223306
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	0.0004949777893222058	0.0069214482719459
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	0.00014251690853713526	0.00476616987733989
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	0.0007389109776456087	0.007985276587965613
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	0.0005383452832860105	0.007239468278687288
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.0011965955346967593	0.009810035676691376
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	0.0006667253896901124	0.007947545716882465
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION	0.0002360101255146242	0.00497684137862617
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	0.0006769202976524498	0.007947545716882465
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	0.0010316778653841692	0.00967730653581269
REACTOME_VITAMIN_C_ASCORBATE_METABOLISM	0.00012519298001981982	0.004603065231174095
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	0.00048725364860757774	0.0069214482719459
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH	0.00019712921129563416	0.00497684137862617
REACTOME_REGULATION_BY_C_FLIP	0.00023399403551881953	0.00497684137862617
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND	0.0006935639811361798	0.007957870410547685
REACTOME_REGULATED_NECROSIS	0.0007121747676478825	0.007957870410547685
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	0.0003211824109608554	0.005873932169687952
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	0.0005949182210042474	0.0075435630423338566
REACTOME_PI_3K_CASCADE:FGFR2	0.0011274690822776373	0.00967730653581269
REACTOME_SHC_MEDIATED_CASCADE:FGFR2	0.0010789329225625568	0.00967730653581269
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY	6.900610171359804e-05	0.0038759656316892455
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	0.00039752440974986084	0.006407554469018943
REACTOME_FASL_CD95L_SIGNALING	3.438270036526451e-05	0.0038759656316892455
REACTOME_TRAIL_SIGNALING	6.917867113875376e-05	0.0038759656316892455
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH	9.643592252860129e-05	0.004210569692223306
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10	0.00019298241923601533	0.00497684137862617
