Gene_set	p-value	q-value
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.0004020751174098671	0.0037648807947047946
REACTOME_GENE_EXPRESSION_TRANSCRIPTION	0.001564714786788448	0.0074788062690566495
REACTOME_DEVELOPMENTAL_BIOLOGY	0.0021223339678850383	0.008899601173882242
NUYTTEN_NIPP1_TARGETS_DN	0.0008033509663471439	0.005117945434174904
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3	0.00042170360841489637	0.0037648807947047946
KEGG_PATHWAYS_IN_CANCER	6.850879641172392e-05	0.0016799548337483605
PARENT_MTOR_SIGNALING_UP	0.0009790734264551652	0.005634667474701155
MARTINEZ_TP53_TARGETS_UP	0.0009298582344272156	0.0055496300975338584
MARTINEZ_RB1_AND_TP53_TARGETS_UP	0.0009011415034030904	0.0054649871819284195
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	4.4608966460439864e-11	5.0318914167376167e-08
REACTOME_PROGRAMMED_CELL_DEATH	1.0322870636996437e-06	0.0001537091062423336
MULLIGHAN_MLL_SIGNATURE_2_UP	0.0007975411400080686	0.005117945434174904
MARKS_HDAC_TARGETS_UP	1.5567163558748132e-09	8.779880247133946e-07
BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP	0.0009153470439224013	0.0054920822635344075
HELLER_HDAC_TARGETS_DN	0.0004204925594059995	0.0037648807947047946
STEIN_ESRRA_TARGETS	0.002248990907653023	0.00919240032366254
KEGG_P53_SIGNALING_PATHWAY	7.177740173481039e-06	0.00047626417151097725
KEGG_APOPTOSIS	1.9112988776222255e-05	0.0008623780535831481
BORCZUK_MALIGNANT_MESOTHELIOMA_DN	3.66916795811098e-05	0.0013351036957255438
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	9.001853106296893e-06	0.0005344258054685735
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP	0.00011398276826319539	0.002073751009691684
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP	8.878939986267508e-05	0.0018547119082425463
GRUETZMANN_PANCREATIC_CANCER_DN	0.0009452947522162172	0.005582683143978497
LEE_LIVER_CANCER_CIPROFIBRATE_DN	9.524104343321176e-06	0.0005371594849633144
SHEPARD_CRUSH_AND_BURN_MUTANT_DN	0.0004959406879304268	0.004067986266892023
MURAKAMI_UV_RESPONSE_6HR_UP	5.365801981721006e-07	0.00010087707725635491
LI_PROSTATE_CANCER_EPIGENETIC	2.5606680355246146e-06	0.0002888433544071765
CAIRO_HEPATOBLASTOMA_CLASSES_DN	0.001311451531516883	0.006785859300692862
MURAKAMI_UV_RESPONSE_1HR_UP	1.8585940581196662e-08	6.988313658529945e-06
SASSON_RESPONSE_TO_FORSKOLIN_UP	2.028394785059021e-05	0.0008800112759794523
WIERENGA_STAT5A_TARGETS_UP	0.0005116172867237246	0.004092938293789797
WIERENGA_STAT5A_TARGETS_GROUP1	9.70513209402514e-05	0.0018933630632950926
NABA_ECM_REGULATORS	0.0007820891442121268	0.005117945434174904
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND	4.133087628067663e-08	1.165530711115081e-05
KEGG_LYSOSOME	0.001846043361116904	0.008197108292042572
KEGG_PARKINSONS_DISEASE	0.0007087890844199353	0.004935272143368438
KEGG_COLORECTAL_CANCER	0.0004644428615958853	0.003917792148654629
KEGG_SMALL_CELL_LUNG_CANCER	0.0009722616347247354	0.005634667474701155
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.0004047873930915268	0.0037648807947047946
KEGG_VIRAL_MYOCARDITIS	0.0008816240517693075	0.005453919994134179
BIOCARTA_CASPASE_PATHWAY	7.747003362535374e-06	0.0004854788773855501
BIOCARTA_D4GDI_PATHWAY	1.4188760971810036e-06	0.00017783247084668578
BIOCARTA_HIVNEF_PATHWAY	0.0001664206652558213	0.0024496721935778685
BIOCARTA_DEATH_PATHWAY	1.8949848441087936e-05	0.0008623780535831481
BIOCARTA_MITOCHONDRIA_PATHWAY	6.449942729473867e-06	0.0004547209624279076
SA_CASPASE_CASCADE	4.359117959967922e-06	0.0003782373122187551
PID_TRAIL_PATHWAY	1.4595155692080905e-05	0.0007483334373030573
PID_NETRIN_PATHWAY	0.00015996149598206558	0.002420480171980676
PID_P53_DOWNSTREAM_PATHWAY	0.002362767712248857	0.009384514012030672
PID_HIV_NEF_PATHWAY	4.429698180898331e-05	0.0014696175141333287
PID_RETINOIC_ACID_PATHWAY	5.7419620320274484e-05	0.0015797397980797467
PID_CASPASE_PATHWAY	0.00013554005085249563	0.0022687212611485893
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.0017198768886667803	0.007950906272197246
REACTOME_NOD1_2_SIGNALING_PATHWAY	2.7117430709002946e-05	0.0010547745461984594
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.00012679572961024445	0.0022649730449339116
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.0001704180428881554	0.0024496721935778685
NAKAMURA_CANCER_MICROENVIRONMENT_UP	2.264993870707844e-05	0.0009462641059846105
NOJIMA_SFRP2_TARGETS_UP	1.7577258873503395e-05	0.0008620499134483403
DITTMER_PTHLH_TARGETS_DN	0.0005170588358904548	0.004107340611862204
ELVIDGE_HYPOXIA_DN	0.0022202337294439938	0.009140232287638047
ELVIDGE_HYPOXIA_BY_DMOG_DN	0.00023941256054624488	0.0028634675190168206
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	0.0007568760019826851	0.005081881727598029
LAU_APOPTOSIS_CDKN2A_UP	0.00013597261448259173	0.0022687212611485893
TOMIDA_METASTASIS_DN	4.878549053289214e-06	0.0003930716665793024
DUTTA_APOPTOSIS_VIA_NFKB	3.2007363840641453e-05	0.0012034768804081188
LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q	0.0012099253868045588	0.006468226712395935
DIRMEIER_LMP1_RESPONSE_LATE_UP	0.00017590731177287886	0.0024496721935778685
SCHLESINGER_METHYLATED_DE_NOVO_IN_CANCER	0.00177072251959944	0.007989500008432673
OHM_METHYLATED_IN_ADULT_CANCERS	8.019966971106068e-05	0.0017771766163395103
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_UP	0.001756907185994971	0.007989500008432673
LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT	0.0011160452221315276	0.006229324390714254
ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_DN	0.0016683249831337388	0.007864540385290917
MORI_PRE_BI_LYMPHOCYTE_DN	0.0004238828554321887	0.0037648807947047946
NIKOLSKY_BREAST_CANCER_20Q12_Q13_AMPLICON	0.00020106728188610227	0.002585460799207842
SWEET_KRAS_TARGETS_DN	0.00019716523420355682	0.002585460799207842
SHEPARD_BMYB_TARGETS	0.0003505578220188954	0.003562425434570396
LEE_LIVER_CANCER_ACOX1_UP	0.0005708424530780026	0.004350745182918831
LEE_LIVER_CANCER_DENA_DN	0.00041166311386027103	0.0037648807947047946
LU_IL4_SIGNALING	0.0011713104383891434	0.006382793113540839
ALCALAY_AML_BY_NPM1_LOCALIZATION_UP	0.0023013003191899887	0.009237960000164795
HOFMANN_CELL_LYMPHOMA_DN	0.0001367668845373263	0.0022687212611485893
ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_UP	0.00045391861650272353	0.003917792148654629
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP	0.000497679170949556	0.004067986266892023
APPEL_IMATINIB_RESPONSE	4.9424579297989705e-05	0.0015067817688684429
IGLESIAS_E2F_TARGETS_UP	0.0023587876397371268	0.009384514012030672
REN_ALVEOLAR_RHABDOMYOSARCOMA_UP	0.0013829724650864662	0.006958083740675138
WEIGEL_OXIDATIVE_STRESS_RESPONSE	6.0149380908412264e-05	0.0016154405158259294
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_TBH	0.0003950921218578904	0.0037490532251460533
YIH_RESPONSE_TO_ARSENITE_C1	1.0014159143812651e-05	0.0005379034054390796
LOPES_METHYLATED_IN_COLON_CANCER_UP	6.482942770962263e-05	0.0016298416849990815
BRUECKNER_TARGETS_OF_MIRLET7A3_DN	0.0005809131115094423	0.004368466598551005
SASSON_RESPONSE_TO_GONADOTROPHINS_UP	0.000566922966729709	0.004350266030415726
SASSON_RESPONSE_TO_GONADOTROPHINS_DN	0.0008817576376202108	0.005453919994134179
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_DN	4.171592318191655e-05	0.0014259261014909657
FIGUEROA_AML_METHYLATION_CLUSTER_5_DN	0.00010564142267318495	0.0020197207589042815
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_C	0.0011321023937025019	0.006229324390714254
DELACROIX_RAR_TARGETS_UP	9.735377453113065e-05	0.0018933630632950926
BRIDEAU_IMPRINTED_GENES	0.00017511282702958262	0.0024496721935778685
SMIRNOV_RESPONSE_TO_IR_2HR_UP	0.00012850910893242052	0.0022649730449339116
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	3.819634774264982e-06	0.00035904566878090837
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	0.0018245838172602435	0.008197108292042572
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	3.2870968061782233e-06	0.0003370768361244578
REACTOME_PEPTIDE_HORMONE_METABOLISM	0.0005929609509994207	0.004414305984248177
REACTOME_REGULATION_BY_C_FLIP	1.0901355052647773e-06	0.0001537091062423336
REACTOME_REGULATED_NECROSIS	5.8221641416185155e-06	0.0004378267434497124
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	8.711061602874588e-05	0.0018539768845363274
REACTOME_KERATINIZATION	0.00025252437547070375	0.002894436783447995
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	0.00014809316867553808	0.0023749484014180793
REACTOME_TRAIL_SIGNALING	1.7460579256784023e-07	3.939106680330475e-05
KEGG_TYROSINE_METABOLISM	0.0021722490438049287	0.009008444564014558
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.0009759808713184847	0.005634667474701155
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.0004920877193508015	0.004067986266892023
BIOCARTA_AKT_PATHWAY	0.0008072995321456796	0.005117945434174904
BIOCARTA_CHEMICAL_PATHWAY	0.0008822076332958468	0.005453919994134179
BIOCARTA_AGPCR_PATHWAY	0.00046541147865223427	0.003917792148654629
BIOCARTA_CCR3_PATHWAY	0.0015359823240214201	0.0073987103977333196
BIOCARTA_CERAMIDE_PATHWAY	0.0008060859444509505	0.005117945434174904
BIOCARTA_VDR_PATHWAY	0.0010252016499441615	0.005840542733015224
BIOCARTA_GCR_PATHWAY	0.0005948355581611018	0.004414305984248177
BIOCARTA_ERK_PATHWAY	0.0017501708762756858	0.007989500008432673
BIOCARTA_FAS_PATHWAY	0.0017307991563623865	0.007968740605619477
BIOCARTA_IL2RB_PATHWAY	0.0022844143992206	0.009237960000164795
BIOCARTA_RARRXR_PATHWAY	0.0001528505402919733	0.0023749484014180793
BIOCARTA_NUCLEARRS_PATHWAY	0.0022978439040779483	0.009237960000164795
BIOCARTA_RAS_PATHWAY	0.0010656288720743625	0.006040348581406436
BIOCARTA_BARR_MAPK_PATHWAY	0.00047330337738277857	0.0039547126643538835
BIOCARTA_BARRESTIN_SRC_PATHWAY	0.0006462460380698812	0.004703003425437587
BIOCARTA_SODD_PATHWAY	0.00016093618164765133	0.002420480171980676
BIOCARTA_BARRESTIN_PATHWAY	0.0003442142559540878	0.003554408047323085
BIOCARTA_HSP27_PATHWAY	0.00032757866555084287	0.0034213771735310257
BIOCARTA_TNFR1_PATHWAY	0.0017151188003376567	0.007950906272197246
BIOCARTA_TFF_PATHWAY	0.0010984869022825172	0.006164642914301888
SA_FAS_SIGNALING	0.00011188783778709834	0.002069007885636835
SA_PROGRAMMED_CELL_DEATH	0.0002982642906960398	0.00320421066576317
PID_HDAC_CLASSIII_PATHWAY	0.0013649043476128436	0.0069349823073326065
PID_FAS_PATHWAY	0.0025495487373410745	0.00995117984678454
PID_RXR_VDR_PATHWAY	0.0020995488798254934	0.008880719116238337
PID_PI3KCI_AKT_PATHWAY	0.002293927347448337	0.009237960000164795
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	0.0007479567188143488	0.005081881727598029
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	0.0002263644618244464	0.0027754251406301687
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	0.0006560847596737814	0.004713780948484238
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.0003795386753263718	0.0037227793545056296
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	0.0003466178060332796	0.003554408047323085
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.0011908364955509885	0.006398980652307307
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.0009001760194709801	0.0054649871819284195
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.0008848114884100664	0.005453919994134179
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.0020629897453639467	0.008814592548373227
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.002212421410265764	0.009140232287638047
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.001541397999527775	0.0073987103977333196
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	0.000741690153301663	0.005070463593480459
REACTOME_DSCAM_INTERACTIONS	0.0009751401517716898	0.005634667474701155
REACTOME_GAP_JUNCTION_ASSEMBLY	0.0012932891153383166	0.0067538431578778755
KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN	0.0001947639337519015	0.002585460799207842
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP	0.0011812852992974857	0.006398980652307307
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP	0.00140667608251186	0.007020931951652115
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP	0.0011222101510834936	0.006229324390714254
CHANDRAN_METASTASIS_TOP50_DN	0.00244215556266384	0.009631998163233608
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	0.0018679999236120258	0.008200110594845517
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_UP	0.0021020851099606704	0.008880719116238337
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_DN	0.000554038247564621	0.0043315986837453024
HUMMEL_BURKITTS_LYMPHOMA_DN	0.000461854624271262	0.003917792148654629
TIEN_INTESTINE_PROBIOTICS_2HR_UP	0.001387915639762328	0.006958083740675138
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_DN	0.00020660532160781208	0.0025894533641512446
LIU_CDX2_TARGETS_DN	4.5847343467990984e-05	0.0014775943837683951
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP	0.0018682876089320013	0.008200110594845517
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP	0.0014624073739967812	0.007172154425514649
ZIRN_TRETINOIN_RESPONSE_WT1_UP	0.0022573536255802514	0.00919240032366254
ZIRN_TRETINOIN_RESPONSE_UP	0.0009704525232100841	0.005634667474701155
STREICHER_LSM1_TARGETS_DN	0.0007042724971118017	0.00493428184311871
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN	0.0002811346384187461	0.003049229539772554
TOMIDA_METASTASIS_UP	0.0013248787907636384	0.006824033223659288
OZANNE_AP1_TARGETS_UP	0.0006823816806298681	0.004841047394657178
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN	0.0003140387788577154	0.003310614416369187
MARKS_HDAC_TARGETS_DN	0.00039191433155482617	0.0037490532251460533
MUELLER_METHYLATED_IN_GLIOBLASTOMA	0.0022571435492022666	0.00919240032366254
NAGY_PCAF_COMPONENTS_HUMAN	0.00022400769236167998	0.0027754251406301687
LA_MEN1_TARGETS	0.0008401419398776495	0.005294302280346305
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	0.0019014162634386775	0.008281071602929839
XU_HGF_SIGNALING_NOT_VIA_AKT1_6HR	0.001371011573169478	0.0069349823073326065
XU_AKT1_TARGETS_48HR	0.00019677212543356821	0.002585460799207842
WANG_METHYLATED_IN_BREAST_CANCER	0.0023320615805009558	0.009328246322003823
LI_WILMS_TUMOR_ANAPLASTIC_DN	4.784012699798713e-05	0.00149899064593693
TOMLINS_METASTASIS_DN	0.0009065201024000879	0.005468206820894648
OHM_EMBRYONIC_CARCINOMA_UP	9.271699385601914e-05	0.0018933630632950926
OHM_EMBRYONIC_CARCINOMA_DN	0.000254033015568574	0.002894436783447995
CAFFAREL_RESPONSE_TO_THC_8HR_5_UP	0.0003553728859678169	0.003579112637247299
CAFFAREL_RESPONSE_TO_THC_24HR_5_UP	0.0016933728559759137	0.007925828139173571
SHIN_B_CELL_LYMPHOMA_CLUSTER_8	0.002131509588977028	0.008904973393948473
ZEILSTRA_CD44_TARGETS_UP	0.0001688720316887122	0.0024496721935778685
ZEILSTRA_CD44_TARGETS_DN	0.00013207837204700626	0.0022687212611485893
ROZANOV_MMP14_CORRELATED	0.00026754480306348717	0.002988025127283302
STANELLE_E2F1_TARGETS	0.0014567872447828183	0.007172154425514649
CHANG_POU5F1_TARGETS_UP	0.0006215453306681433	0.004582373418259253
CHEN_LUNG_CANCER_SURVIVAL	0.001284228327542605	0.0067538431578778755
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_DN	0.0006311991595651904	0.004623328909022954
OSAWA_TNF_TARGETS	0.00014406565481097614	0.0023551602699533494
WANG_TARGETS_OF_MLL_CBP_FUSION_DN	0.0024574406834461343	0.009658512511941601
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	0.0009911036819824223	0.00567494900140189
MA_MYELOID_DIFFERENTIATION_UP	0.0018990959907414554	0.008281071602929839
IGLESIAS_E2F_TARGETS_DN	0.0002784356536933342	0.003049229539772554
VIETOR_IFRD1_TARGETS	0.00045889268512650454	0.003917792148654629
MACLACHLAN_BRCA1_TARGETS_DN	0.0006673929206912744	0.00476467857303644
INGA_TP53_TARGETS	0.00042370606983479104	0.0037648807947047946
MMS_MOUSE_LYMPH_HIGH_4HRS_UP	0.0015116391755352846	0.0073496939224301765
MOREIRA_RESPONSE_TO_TSA_DN	0.0007278363696792312	0.005036806288332348
MURAKAMI_UV_RESPONSE_24HR	0.0005606501842436296	0.0043315986837453024
YIH_RESPONSE_TO_ARSENITE_C3	0.001673306464955514	0.007864540385290917
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_DN	0.0002029225738168798	0.002585460799207842
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	0.0016631350567250765	0.007864540385290917
KONDO_COLON_CANCER_HCP_WITH_H3K27ME3	0.00019393813047714704	0.002585460799207842
STEARMAN_TUMOR_FIELD_EFFECT_UP	0.001977469642977044	0.008534911998715648
CLAUS_PGR_POSITIVE_MENINGIOMA_UP	0.0002597920095119231	0.0029304538672944923
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN	0.0002773369388160979	0.003049229539772554
GALI_TP53_TARGETS_APOPTOTIC_UP	7.59097064312469e-05	0.001747472425600949
GALI_TP53_TARGETS_APOPTOTIC_DN	8.155419079527278e-05	0.0017771766163395103
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP	0.0012458468360675317	0.006628845429642339
CLIMENT_BREAST_CANCER_COPY_NUMBER_DN	0.00042184331939141277	0.0037648807947047946
SHARMA_PILOCYTIC_ASTROCYTOMA_LOCATION_UP	0.002112447889349513	0.008891198579053173
BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_UP	0.0019823997727513296	0.008534911998715648
GU_PDEF_TARGETS_DN	0.002101273411341511	0.008880719116238337
NICK_RESPONSE_TO_PROC_TREATMENT_DN	0.001368616613852357	0.0069349823073326065
SCHRAETS_MLL_TARGETS_UP	0.001419250482233506	0.007052486977794692
VANASSE_BCL2_TARGETS_UP	0.002144706898355665	0.008927045687620627
HINATA_NFKB_TARGETS_KERATINOCYTE_DN	0.0018438152053751385	0.008197108292042572
LEE_SP4_THYMOCYTE	0.0008011131602165156	0.005117945434174904
MIKKELSEN_PLURIPOTENT_STATE_DN	8.192658160430366e-05	0.0017771766163395103
SHAFFER_IRF4_MULTIPLE_MYELOMA_PROGRAM	0.0019163377397231284	0.00831395757849111
ZHAN_EARLY_DIFFERENTIATION_GENES_UP	5.7164039985328874e-05	0.0015797397980797467
IRITANI_MAD1_TARGETS_UP	0.0004529487057184334	0.003917792148654629
ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_UP	0.001485335880293763	0.007253068714161751
VALK_AML_CLUSTER_5	0.0018530696936798368	0.008197108292042572
KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_UP	0.00050364184548182	0.004087107925924409
GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_2	0.0007978698070753792	0.005117945434174904
MIKKELSEN_NPC_WITH_LCP_H3K27ME3	9.410953985574393e-05	0.0018933630632950926
GERHOLD_RESPONSE_TO_TZD_UP	3.8198495795729215e-05	0.0013464969767994549
KIM_ALL_DISORDERS_DURATION_CORR_UP	0.0003683149507010685	0.0036443795122000464
SUBTIL_PROGESTIN_TARGETS	0.0023843799772120967	0.009437124962439456
PHESSE_TARGETS_OF_APC_AND_MBD2_UP	0.001131075619124883	0.006229324390714254
BERGER_MBD2_TARGETS	5.5940630067057437e-05	0.0015797397980797467
KASLER_HDAC7_TARGETS_2_UP	6.311373354405589e-05	0.0016298416849990815
TERAO_AOX4_TARGETS_SKIN_DN	0.0011470126477264343	0.006280729449686495
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_DN	0.00020399469071764002	0.002585460799207842
WANG_THOC1_TARGETS_DN	0.0006921878244353825	0.004879924162269447
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6	0.0015245698663562503	0.007380750254291204
YU_BAP1_TARGETS	0.0017023486667923362	0.007934914446866757
GENTLES_LEUKEMIC_STEM_CELL_DN	0.00044977493377782043	0.003917792148654629
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_DN	0.00023875247680646888	0.0028634675190168206
BIOCARTA_RACC_PATHWAY	0.0007552383195573694	0.005081881727598029
BIOCARTA_CHREBP_PATHWAY	0.0008076190490098696	0.005117945434174904
BIOCARTA_PCAF_PATHWAY	0.00036151357876761233	0.0036087373172554575
BIOCARTA_PEPI_PATHWAY	6.502027998666548e-05	0.0016298416849990815
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	7.03508418306991e-05	0.0016884202039367784
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	0.0003862810566042364	0.0037490532251460533
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	0.00011109157616330818	0.002069007885636835
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	0.0005769681984874977	0.004367920321435553
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	0.001848487390838985	0.008197108292042572
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	0.0008964740930737598	0.0054649871819284195
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.0009351305853915367	0.00555172263327186
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	0.0013607853121948802	0.0069349823073326065
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	0.0005284940043216079	0.00416881983828513
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	0.0008060221284382781	0.005117945434174904
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	0.0007879888124723057	0.005117945434174904
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH	0.00015369790186482252	0.0023749484014180793
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	0.001441681881782778	0.00713253141513585
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	0.0005576594138407536	0.0043315986837453024
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING	0.0007378936806263631	0.005070463593480459
REACTOME_SODIUM_CALCIUM_EXCHANGERS	0.0005101573011291684	0.004092938293789797
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO	0.001997226126485072	0.008566049698384644
