Gene_set	p-value	q-value
TIEN_INTESTINE_PROBIOTICS_24HR_UP	7.337767763976878e-06	0.0018535201371805594
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN	0.0010410894470649762	0.009560802214261963
HELLER_HDAC_TARGETS_DN	2.8261302772452847e-05	0.004461753175200993
KIM_MYC_AMPLIFICATION_TARGETS_DN	1.6817123998183102e-06	0.0014082588732288255
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4	0.00018062486192292385	0.00560970989200037
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN	0.00018210459665242692	0.00560970989200037
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_DN	0.0009072703024752845	0.009240987032470034
KEGG_PARKINSONS_DISEASE	4.460043937383454e-06	0.0014082588732288255
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	7.779165485776483e-05	0.005352572986825605
KIM_WT1_TARGETS_12HR_UP	0.00012279490844942654	0.005352572986825605
HILLION_HMGA1_TARGETS	2.84257367967889e-06	0.0014082588732288255
KEGG_OXIDATIVE_PHOSPHORYLATION	0.00012318842981213032	0.005352572986825605
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP	0.0009311088107191869	0.009407923423506664
SCHLESINGER_METHYLATED_DE_NOVO_IN_CANCER	0.00035050878671495547	0.006508996425493982
BROWNE_HCMV_INFECTION_12HR_UP	0.0003128801357452902	0.00610123991808428
HILLION_HMGA1B_TARGETS	7.266147209801652e-05	0.005352572986825605
GAVIN_FOXP3_TARGETS_CLUSTER_T4	0.00016616795445040963	0.005381285294124805
DANG_REGULATED_BY_MYC_UP	3.458292104258673e-05	0.004732902156075559
DANG_MYC_TARGETS_UP	0.00026782570830098516	0.00610123991808428
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0	8.186928387713634e-05	0.005352572986825605
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.001076105331571455	0.009637099111011745
BIOCARTA_IL2RB_PATHWAY	0.00013425629735733545	0.005352572986825605
REACTOME_METABOLISM_OF_NON_CODING_RNA	0.00039619816082074095	0.006599760611790892
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	0.00023803858497150346	0.00610123991808428
REACTOME_GABA_RECEPTOR_ACTIVATION	0.0008312417262235066	0.009087241465959241
REACTOME_DSCAM_INTERACTIONS	3.7473492922213455e-05	0.004732902156075559
MARKS_HDAC_TARGETS_DN	9.552992689526262e-06	0.0020109049611452784
DUTTA_APOPTOSIS_VIA_NFKB	8.805109546217185e-05	0.005352572986825605
RASHI_RESPONSE_TO_IONIZING_RADIATION_1	0.00011614262493334466	0.005352572986825605
CEBALLOS_TARGETS_OF_TP53_AND_MYC_UP	2.1529839893982224e-05	0.003884598255157078
WANG_RESPONSE_TO_BEXAROTENE_UP	0.00011220926740106442	0.005352572986825605
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN	0.00035945288998239086	0.006508996425493982
KENNY_CTNNB1_TARGETS_UP	0.0004340648119828212	0.0067681957720284345
IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_UP	8.1171213867656e-05	0.005352572986825605
SHIPP_DLBCL_CURED_VS_FATAL_UP	0.0002001241789364822	0.005862964525999061
ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN	0.0009674025643175145	0.009436053569622878
YU_MYC_TARGETS_UP	0.0001414953523944389	0.005352572986825605
