Gene_set	p-value	q-value
REACTOME_PROGRAMMED_CELL_DEATH	1.8217274031883936e-07	0.0001305267684384484
KEGG_PATHWAYS_IN_CANCER	0.000300242582618852	0.005446172416364746
GENTILE_UV_HIGH_DOSE_DN	7.707438843154388e-05	0.0026938438688390823
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	1.9036096979258203e-09	2.7278726971277005e-06
KEGG_ALZHEIMERS_DISEASE	0.00022500316751842425	0.004995061085175477
CHANG_IMMORTALIZED_BY_HPV31_UP	7.5011811216463224e-06	0.000537459627365959
LEE_LIVER_CANCER_SURVIVAL_UP	0.0004854606845431335	0.006803098550507846
SASSON_RESPONSE_TO_GONADOTROPHINS_DN	2.2485731699267774e-05	0.00111781359659365
REACTOME_DEATH_RECEPTOR_SIGNALLING	0.00019203150260850742	0.0048350183222364744
KEGG_APOPTOSIS	0.00019770203304335404	0.004884603678467696
BIOCARTA_FAS_PATHWAY	4.718581493064278e-06	0.000537459627365959
BIOCARTA_HIVNEF_PATHWAY	4.137692846839249e-05	0.0017439158380943072
BIOCARTA_DEATH_PATHWAY	2.3371623830495873e-06	0.0004186442118637573
BIOCARTA_TNFR1_PATHWAY	4.633562920172013e-06	0.000537459627365959
PID_FAS_PATHWAY	1.022907571413467e-05	0.0006224301605005785
PID_HIV_NEF_PATHWAY	7.199608638811965e-06	0.000537459627365959
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.00021774703334875818	0.004995061085175477
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	4.2691914475825836e-05	0.001747928955538812
REACTOME_APOPTOTIC_EXECUTION_PHASE	3.649562990949831e-05	0.001634319926884721
BORCZUK_MALIGNANT_MESOTHELIOMA_DN	0.00037266125278094433	0.006109567526566391
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP	0.00010446896034709359	0.003254435221247502
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_DN	5.2351946143788866e-05	0.001974219442738143
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_UP	0.0003773522420069508	0.006109567526566391
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP	0.0008748241277326105	0.009084224456817613
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN	1.042212080732818e-05	0.0006224301605005785
ONDER_CDH1_SIGNALING_VIA_CTNNB1	0.0004003976859718442	0.006109567526566391
MURAKAMI_UV_RESPONSE_6HR_UP	5.892745216405211e-06	0.000537459627365959
GAVIN_FOXP3_TARGETS_CLUSTER_T4	0.00043985916620829595	0.006498125620376167
BRUECKNER_TARGETS_OF_MIRLET7A3_DN	0.00021393981375025022	0.004995061085175477
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN	0.000965737765431884	0.009414300801795169
SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE	0.0003505577274241382	0.005980347897604644
SASSON_RESPONSE_TO_FORSKOLIN_DN	0.00039569479951849686	0.006109567526566391
DELPUECH_FOXO3_TARGETS_UP	0.00011979685910200881	0.003652529767939971
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND	4.6273373858497823e-07	0.00016577436184806845
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	7.0680494814038e-05	0.002532128726712912
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.0008191314980837806	0.008825679975594417
BIOCARTA_ALK_PATHWAY	0.0003839492616022992	0.006109567526566391
BIOCARTA_CASPASE_PATHWAY	4.56060124523355e-05	0.0018153726623387993
BIOCARTA_CERAMIDE_PATHWAY	5.980577360647607e-05	0.002197478809694364
BIOCARTA_D4GDI_PATHWAY	8.433707541568327e-06	0.0005755001384317816
BIOCARTA_MITOCHONDRIA_PATHWAY	3.802065399049382e-05	0.0016510180960114436
BIOCARTA_SODD_PATHWAY	5.375122778474097e-06	0.000537459627365959
SA_CASPASE_CASCADE	2.5761995270412932e-05	0.0012305646407500578
SA_FAS_SIGNALING	3.1189334322911253e-06	0.0004966035120525759
PID_TRAIL_PATHWAY	8.546928800881094e-05	0.002848313714340141
PID_NETRIN_PATHWAY	0.0009052561108167408	0.009237332546997372
PID_TNF_PATHWAY	0.0005169313189562672	0.006988326227021989
PID_CERAMIDE_PATHWAY	0.000605875064176078	0.007638716978917201
PID_BMP_PATHWAY	0.0005607560671953021	0.007440402261952481
PID_ALK1_PATHWAY	8.30703411221897e-05	0.00283428092447852
PID_ALK2_PATHWAY	7.4475469139276075e-06	0.000537459627365959
PID_CASPASE_PATHWAY	0.0007696396765388797	0.008738663864180232
PID_SYNDECAN_2_PATHWAY	0.0002671990251950369	0.0052451534671847655
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.0003905009696138221	0.006109567526566391
REACTOME_SIGNALING_BY_BMP	0.00015556356142701607	0.004371031049508118
REACTOME_SYNTHESIS_OF_PA	0.0002936937288645838	0.005446172416364746
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	7.4817020962994455e-06	0.000537459627365959
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	1.694232829994995e-05	0.0009711342581531312
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.00024284784784753957	0.005076051425773501
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	0.0003241180552087679	0.005664160647733713
LIU_CDX2_TARGETS_UP	0.00022275406628276826	0.004995061085175477
LAU_APOPTOSIS_CDKN2A_UP	0.000772047295738855	0.008738663864180232
MARKS_HDAC_TARGETS_UP	0.00010200632397623345	0.0032483347168431676
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_UP	9.63456564167799e-05	0.0031378028555737636
DIRMEIER_LMP1_RESPONSE_LATE_UP	0.000993485885147542	0.009428246843817403
LI_WILMS_TUMOR_ANAPLASTIC_DN	8.734491451238768e-07	0.0002494477707028397
GNATENKO_PLATELET_SIGNATURE	0.00044930950524413207	0.006570005316477973
HOFMANN_CELL_LYMPHOMA_DN	0.0007764675357175455	0.008738663864180232
HASLINGER_B_CLL_WITH_6Q21_DELETION	2.262148939373053e-05	0.00111781359659365
NATSUME_RESPONSE_TO_INTERFERON_BETA_DN	0.0006763367570845552	0.008106655879291744
ZHANG_PROLIFERATING_VS_QUIESCENT	0.0004639046783550626	0.006647754040828047
BURTON_ADIPOGENESIS_PEAK_AT_8HR	0.00034548082549900846	0.005964747264338302
CROMER_TUMORIGENESIS_UP	0.0009451516709242466	0.009414300801795169
LINDSTEDT_DENDRITIC_CELL_MATURATION_B	0.0006845117664998611	0.008106655879291744
VANTVEER_BREAST_CANCER_BRCA1_DN	0.0009828142353331415	0.009428246843817403
SHAFFER_IRF4_MULTIPLE_MYELOMA_PROGRAM	0.00021759312067155042	0.004995061085175477
MARSON_FOXP3_TARGETS_DN	0.0008462487360645429	0.00895838564824958
MURAKAMI_UV_RESPONSE_1HR_UP	1.8210607818711212e-05	0.0010036846540081986
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6	0.00015475959644256618	0.004371031049508118
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	2.259161930152996e-05	0.00111781359659365
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH	5.017276815851928e-06	0.000537459627365959
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	0.0004007671650364555	0.006109567526566391
REACTOME_REGULATION_BY_C_FLIP	6.486580090576244e-06	0.000537459627365959
REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	0.0002787575208393179	0.005333671751997873
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	0.0005736033613293284	0.007472487425317524
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	0.000582199790352044	0.007516146843013325
REACTOME_REGULATED_NECROSIS	3.434428904277477e-05	0.0015875924580095564
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	1.0424510713198803e-05	0.0006224301605005785
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	0.0004986682343672967	0.00683037023600156
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	0.0003937915684798737	0.006109567526566391
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	0.0008191314980837806	0.008825679975594417
REACTOME_FASL_CD95L_SIGNALING	3.661517869458593e-07	0.00016577436184806845
REACTOME_TRAIL_SIGNALING	1.0444428640732994e-06	0.0002494477707028397
REACTOME_TNF_SIGNALING	0.0003192980147585908	0.005648815495667415
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH	1.7184467099614303e-06	0.00035179059076781855
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10	4.859973282197164e-06	0.000537459627365959
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	0.0005706949326801512	0.007472487425317524
