Gene_set	p-value	q-value
MORI_SMALL_PRE_BII_LYMPHOCYTE_UP	6.849803939103395e-05	0.009101200344996044
HOFMANN_CELL_LYMPHOMA_DN	8.980634590300639e-06	0.003375617131971854
RADMACHER_AML_PROGNOSIS	6.27083526266561e-05	0.009101200344996044
TOMIDA_METASTASIS_DN	1.1101539722480417e-05	0.003375617131971854
OHM_METHYLATED_IN_ADULT_CANCERS	0.00018039659822516554	0.00990369945329471
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_DN	3.724225754739656e-06	0.003375617131971854
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND	1.2726172033824143e-05	0.003375617131971854
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	8.23422096411491e-05	0.009101200344996044
CHOI_ATL_ACUTE_STAGE	9.641225215492382e-05	0.009101200344996044
NEBEN_AML_WITH_FLT3_OR_NRAS_UP	0.0001439126983764984	0.00990369945329471
OHM_EMBRYONIC_CARCINOMA_UP	0.00015896350242728327	0.00990369945329471
MUNSHI_MULTIPLE_MYELOMA_DN	0.00018901657229779687	0.00990369945329471
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_1	0.00019602044158264738	0.00990369945329471
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_2	0.00010199485676582686	0.009101200344996044
BERGER_MBD2_TARGETS	9.597119698007184e-05	0.009101200344996044
PLASARI_TGFB1_TARGETS_1HR_DN	0.00010293534791701463	0.009101200344996044
BIOCARTA_PEPI_PATHWAY	0.00011152893877430153	0.009102477233810302
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	0.00012066088535854559	0.009144371383244063
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	0.00019041552440999637	0.00990369945329471
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM	0.0001923991897908541	0.00990369945329471
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	8.279588548813943e-05	0.009101200344996044
